Local time in Ghorai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
13.04.2016 14:45,33.4,695.5,750.7,-0.9,24,Wind blowing from the west,2,,,no clouds, ,,,,,,,,,,10.0,9.9,,,,,,
13.04.2016 11:45,32.2,696.4,751.6,-0.3,30,Wind blowing from the west-southwest,1,,,no clouds, ,,,,,,,,,,10.0,12.4,,,,,,
13.04.2016 08:45,26.4,696.7,751.9,0.0,41,Wind blowing from the west,1,,,no clouds, ,,,19.5,,,,,,,15.0,11.9,No precipitation,24,,,,
13.04.2016 05:45,19.6,696.7,751.9,,59,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,6.0,11.3,,,,,,
12.04.2016 14:45,32.2,697.3,752.5,,26,Wind blowing from the west,2,,,no clouds, ,,,,,,,,,,10.0,10.4,,,,,,
11.04.2016 17:45,33.2,698.5,753.1,0.2,15,Wind blowing from the west,3,,,no clouds, ,,,,37.6,,,,,,10.0,2.8,No precipitation,9,,,,
11.04.2016 14:45,36.6,698.3,753.0,-1.4,13,Wind blowing from the west,3,,,no clouds, ,,,,,,,,,,10.0,4.3,,,,,,
11.04.2016 11:45,35.8,699.7,754.3,-0.4,12,Wind blowing from the west,2,,,no clouds, ,,,,,,,,,,10.0,1.7,,,,,,
11.04.2016 08:45,28.4,700.1,754.8,0.6,32,Wind blowing from the south,1,,,no clouds, ,,,21.0,,,,,,,15.0,10.1,No precipitation,24,,,,
11.04.2016 05:45,21.6,699.5,754.6,,72,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,,,,,"2500 or more, or no clouds.",,,6.0,16.4,,,,,,
10.04.2016 17:45,33.0,698.9,754.0,0.1,15,Wind blowing from the west,3,,,50%., ,,,,37.2,,,"2500 or more, or no clouds.",,,15.0,3.2,No precipitation,9,,,,
10.04.2016 14:45,36.4,698.8,753.8,,12,Wind blowing from the south,2,,,"10%  or less, but not 0", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,2.2,,,,,,
10.04.2016 08:45,25.2,701.1,756.7,0.3,35,Wind blowing from the south,1,,,"10%  or less, but not 0", ,,,17.5,,,,"2500 or more, or no clouds.",,,15.0,8.5,No precipitation,24,,,,
10.04.2016 05:45,18.2,700.8,755.8,,55,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,6.0,8.9,,,,,,
09.04.2016 14:45,36.0,700.0,755.0,-0.9,12,Wind blowing from the south,2,,,no clouds, ,,,,,,,,,,15.0,2.6,,,,,,
09.04.2016 11:45,34.8,700.9,756.6,-0.3,33,Wind blowing from the west,2,,,no clouds, ,,,,,,,,,,15.0,16.2,,,,,,
09.04.2016 08:45,28.0,701.2,756.9,1.2,30,Wind blowing from the east-northeast,1,,,no clouds, ,,,17.5,,,,,,,15.0,8.8,No precipitation,24,,,,
09.04.2016 05:45,17.8,700.0,755.2,,56,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,6.0,8.8,,,,,,
08.04.2016 17:45,31.4,700.1,755.3,-0.2,19,Wind blowing from the west,3,,,no clouds, ,,,,36.0,,,,,,15.0,4.9,No precipitation,9,,,,
08.04.2016 14:45,34.2,700.3,755.5,-1.5,14,Wind blowing from the west,2,,,no clouds, ,,,,,,,,,,15.0,2.8,,,,,,
08.04.2016 11:45,33.4,701.8,757.6,-0.2,15,Wind blowing from the south,2,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,3.6,,,,,,
08.04.2016 08:45,26.0,702.0,757.8,1.1,36,Wind blowing from the south,1,,,no clouds, ,,,16.5,,,,,,,15.0,9.8,Trace of precipitation,24,,,,
08.04.2016 05:45,16.8,700.9,756.0,,64,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,6.0,9.8,,,,,,
07.04.2016 17:45,27.6,700.6,755.7,1.1,32,Wind blowing from the north-west,4,,,"90  or more, but not 100%", ,,,,35.8,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%.,300-600,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,9.3,Trace of precipitation,9,,,,
07.04.2016 14:45,33.8,699.5,754.6,,24,Wind blowing from the north-west,2,,,20–30%., ,,,,,Stratocumulus cumulogenitus.,20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,10.3,,,,,,
07.04.2016 08:45,26.6,700.2,755.0,0.6,46,Wind blowing from the south-southwest,1,,,"10%  or less, but not 0", ,,,18.2,,,,"2500 or more, or no clouds.",,,15.0,14.0,No precipitation,24,,,,
07.04.2016 05:45,18.4,699.6,754.4,,70,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,,,,,"2500 or more, or no clouds.",,,6.0,12.8,,,,,,
06.04.2016 17:45,32.4,698.6,753.4,0.3,,Wind blowing from the west,3,,,50%., ,,,,37.0,Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15.0,,No precipitation,9,,,,
06.04.2016 14:45,35.2,698.3,753.1,-5.8,22,Wind blowing from the west,3,,,50%., ,,,,,Stratocumulus cumulogenitus.,50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,10.7,,,,,,
06.04.2016 11:45,35.0,704.1,754.4,5.0,18,Wind blowing from the west,2,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,15.0,7.5,,,,,,
06.04.2016 08:45,28.4,699.1,753.9,0.9,41,Wind blowing from the south,1,,,no clouds, ,,,18.5,,,,,,,15.0,13.8,No precipitation,24,,,,
06.04.2016 05:45,19.0,698.2,752.9,,70,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,6.0,13.4,,,,,,
05.04.2016 17:45,32.4,697.4,752.1,-0.8,44,Wind blowing from the west,4,,,no clouds, ,,,,36.5,,,,,,15.0,18.8,No precipitation,9,,,,
05.04.2016 14:45,36.2,698.2,752.8,,27,Wind blowing from the south,2,,,"10%  or less, but not 0", ,,,,,,,"2500 or more, or no clouds.",,,15.0,14.4,,,,,,
05.04.2016 11:45,32.4,,755.6,,53,Wind blowing from the west,2,,,no clouds, ,,,,,,,,,,15.0,21.6,,,,,,
02.04.2016 14:45,31.4,700.1,755.7,-1.9,50,Wind blowing from the south,2,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,19.7,,,,,,
02.04.2016 11:45,28.2,702.0,758.2,-0.7,55,Wind blowing from the south,2,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,18.2,,,,,,
02.04.2016 08:45,23.2,702.7,758.8,1.2,72,Wind blowing from the east,1,,,no clouds, ,,,17.5,,,,,,,15.0,17.8,No precipitation,24,,,,
02.04.2016 05:45,18.0,701.5,757.0,,90,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,6.0,16.3,,,,,,
01.04.2016 17:45,27.4,700.0,755.5,-0.1,59,Wind blowing from the south-east,2,,,20–30%., ,,,,31.0,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,18.8,No precipitation,9,,,,
01.04.2016 14:45,30.6,700.1,755.7,-0.8,48,Wind blowing from the south,2,,,no clouds, ,,,,,,,,,,10.0,18.4,,,,,,
01.04.2016 11:45,28.6,700.9,756.5,0.2,55,Wind blowing from the east-southeast,2,,,no clouds, ,,,,,,,,,,10.0,18.8,,,,,,
01.04.2016 08:45,23.2,700.7,756.3,,70,Wind blowing from the east,1,,,20–30%., ,,,17.5,,,,"2500 or more, or no clouds.",,,15.0,17.4,No precipitation,24,,,,
01.04.2016 05:45,17.6,,754.5,,86,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,6.0,15.3,,,,,,
31.03.2016 17:45,28.4,699.4,755.0,-1.8,50,Wind blowing from the west,3,,,"10%  or less, but not 0", ,,,,31.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,17.1,No precipitation,9,,,,
31.03.2016 14:45,29.8,701.2,756.7,-2.0,52,Wind blowing from the south-west,2,,,20–30%., ,,,,,Stratocumulus cumulogenitus.,20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,19.0,,,,,,
31.03.2016 11:45,28.6,703.2,759.4,-0.4,54,Wind blowing from the south,2,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,18.5,,,,,,
31.03.2016 08:45,22.8,703.6,759.7,0.6,62,Wind blowing from the east,1,,,"10%  or less, but not 0", ,,,17.5,,,,"2500 or more, or no clouds.",,,15.0,15.0,No precipitation,24,,,,
31.03.2016 05:45,18.0,703.0,759.1,,90,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,,,,,"2500 or more, or no clouds.",,,6.0,16.3,,,,,,
30.03.2016 17:45,28.2,702.2,758.4,-1.1,37,Wind blowing from the south,1,,,50%., ,,,,31.4,Stratocumulus cumulogenitus.,50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,12.0,No precipitation,9,,,,
30.03.2016 14:45,30.8,703.3,759.4,-0.9,31,Wind blowing from the south,2,,,50%., ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,12.0,,,,,,
30.03.2016 11:45,29.8,704.2,760.4,-0.4,32,Wind blowing from the south,2,,,no clouds, ,,,,,,,,,,10.0,11.4,,,,,,
30.03.2016 08:45,22.2,704.6,760.8,1.6,54,Wind blowing from the south,1,,,"10%  or less, but not 0", ,,,16.0,,,,"2500 or more, or no clouds.",,,15.0,12.3,No precipitation,24,,,,
30.03.2016 05:45,16.6,703.0,759.2,,70,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,6.0,11.1,,,,,,
29.03.2016 17:45,27.8,701.5,757.6,-0.4,34,Wind blowing from the south,1,,,20–30%., ,,,,31.5,,,"2500 or more, or no clouds.",,,10.0,10.3,No precipitation,9,,,,
29.03.2016 14:45,31.0,701.9,758.1,-1.6,29,Wind blowing from the west,2,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,11.0,,,,,,
29.03.2016 11:45,29.2,703.5,759.5,,36,Wind blowing from the east-southeast,1,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15.0,12.6,,,,,,
29.03.2016 08:45,23.4,703.9,760.0,1.5,50,Wind blowing from the west,1,,,20–30%., ,,,17.0,,,,"2500 or more, or no clouds.",,,15.0,12.3,No precipitation,24,,,,
29.03.2016 05:45,18.2,702.4,757.9,,57,"Calm, no wind",0,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,6.0,9.4,,,,,,
28.03.2016 17:45,29.2,700.1,755.5,-1.1,24,Wind blowing from the west,2,,,no clouds, ,,,,32.4,,,,,,10.0,6.8,No precipitation,9,,,,
28.03.2016 14:45,32.0,701.2,756.6,-2.1,26,Wind blowing from the west,2,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,10.1,,,,,,
28.03.2016 11:45,30.4,703.3,759.5,-0.3,27,Wind blowing from the west,2,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,9.4,,,,,,
28.03.2016 08:45,23.0,703.6,759.7,0.2,47,Wind blowing from the west,1,,,no clouds, ,,,17.0,,,,,,,15.0,11.2,No precipitation,24,,,,
28.03.2016 05:45,17.6,703.4,759.8,,62,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,,,,,"2500 or more, or no clouds.",,,6.0,10.1,,,,,,
27.03.2016 17:45,28.0,702.7,759.1,-0.4,27,Wind blowing from the west,2,,,70 – 80%., ,,,,30.8,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,7.1,No precipitation,9,,,,
27.03.2016 14:45,29.0,703.1,759.5,-1.1,43,"Calm, no wind",0,,,50%., ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,15.0,,,,,,
27.03.2016 11:45,29.2,704.2,760.4,0.3,45,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,15.0,16.0,,,,,,
27.03.2016 08:45,23.0,703.9,760.0,2.0,59,Wind blowing from the south-southwest,1,,,20–30%., ,,,16.0,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,14.6,No precipitation,24,,,,
27.03.2016 05:45,16.0,701.9,757.9,,83,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,8.0,13.1,,,,,,
26.03.2016 17:45,29.4,701.8,757.8,-0.7,39,Wind blowing from the south,1,,,no clouds, ,,,,32.5,,,,,,10.0,13.9,No precipitation,9,,,,
26.03.2016 14:45,31.8,702.5,758.5,-1.9,34,Wind blowing from the west,2,,,no clouds, ,,,,,,,,,,15.0,14.0,,,,,,
26.03.2016 11:45,29.2,704.4,760.6,0.2,41,Wind blowing from the west-southwest,1,,,no clouds, ,,,,,,,,,,15.0,14.8,,,,,,
26.03.2016 08:45,23.0,704.2,760.4,0.9,59,Wind blowing from the east,1,,,"10%  or less, but not 0", ,,,16.5,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,14.6,No precipitation,24,,,,
26.03.2016 05:45,16.8,703.3,759.5,,73,Wind blowing from the south,1,,,no clouds, ,,,,,,,,,,8.0,11.9,,,,,,
25.03.2016 17:45,28.6,703.3,759.4,-0.6,41,Wind blowing from the west,1,,,no clouds, ,,,,31.7,,,,,,8.0,14.1,No precipitation,9,,,,
25.03.2016 14:45,30.8,703.9,760.1,-2.1,31,Wind blowing from the west-southwest,2,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,12.0,,,,,,
25.03.2016 11:45,27.6,706.0,762.4,0.1,54,Wind blowing from the west,1,,,50%., ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",50%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,17.6,,,,,,
25.03.2016 08:45,20.0,705.9,762.3,1.3,68,Wind blowing from the south,1,,,20–30%., ,,,16.0,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,13.8,No precipitation,24,,,,
25.03.2016 05:45,16.4,704.6,761.2,,70,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,8.0,10.9,,,,,,
24.03.2016 17:45,26.8,703.5,760.1,-0.1,40,Wind blowing from the south,2,,,no clouds, ,,,,29.8,,,,,,8.0,12.2,No precipitation,9,,,,
24.03.2016 14:45,29.2,703.6,760.3,-1.6,34,Wind blowing from the south,2,,,no clouds, ,,,,,,,,,,10.0,11.6,,,,,,
24.03.2016 11:45,27.0,705.2,761.8,0.6,35,Wind blowing from the east-southeast,1,,,no clouds, ,,,,,,,,,,10.0,10.3,,,,,,
24.03.2016 08:45,19.6,704.6,765.0,1.4,64,Wind blowing from the west,1,,,no clouds, ,,,15.0,,,,,,,15.0,12.6,No precipitation,24,,,,
24.03.2016 05:45,16.2,703.2,759.4,,73,Wind blowing from the east-northeast,1,,,no clouds, ,,,,,,,,,,8.0,11.3,,,,,,
23.03.2016 17:45,26.4,700.5,756.7,-0.4,39,Wind blowing from the east-southeast,1,,,no clouds, ,,,,29.7,,,,,,8.0,11.5,No precipitation,9,,,,
23.03.2016 14:45,29.0,700.9,757.1,-0.2,29,Wind blowing from the west-southwest,2,,,no clouds, ,,,,,,,,,,10.0,9.3,,,,,,
23.03.2016 11:45,27.4,701.1,757.3,0.5,29,Wind blowing from the south,2,,,no clouds, ,,,,,,,,,,15.0,7.9,,,,,,
23.03.2016 08:45,20.0,700.6,756.8,1.6,53,Wind blowing from the south,1,,,no clouds, ,,,12.5,,,,,,,15.0,10.0,No precipitation,24,,,,
23.03.2016 05:45,15.4,699.0,755.2,,56,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,8.0,6.5,,,,,,
22.03.2016 17:45,25.0,697.9,754.1,-0.1,26,Wind blowing from the west,1,,,no clouds, ,,,,30.0,,,,,,10.0,4.1,No precipitation,9,,,,
22.03.2016 14:45,27.6,698.0,754.2,-0.8,26,Wind blowing from the west-southwest,2,,,no clouds, ,,,,,,,,,,15.0,6.5,,,,,,
22.03.2016 11:45,28.2,698.8,754.9,0.3,28,Wind blowing from the west,2,,,no clouds, ,,,,,,,,,,15.0,7.9,,,,,,
22.03.2016 08:45,19.2,698.5,754.6,0.8,46,Wind blowing from the south,1,,,no clouds, ,,,12.5,,,,,,,15.0,7.3,No precipitation,24,,,,
22.03.2016 05:45,15.2,697.7,753.5,,64,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,8.0,8.4,,,,,,
21.03.2016 17:45,27.2,698.5,754.3,-0.8,16,Wind blowing from the west,3,,,no clouds, ,,,,31.0,,,,,,15.0,-1.1,No precipitation,9,,,,
21.03.2016 14:45,29.8,699.3,755.1,-1.3,10,Wind blowing from the west,4,,,no clouds, ,,,,,,,,,,15.0,-5.2,,,,,,
21.03.2016 11:45,30.0,700.6,756.2,-0.1,10,Wind blowing from the west,3,,,no clouds, ,,,,,,,,,,15.0,-5.2,,,,,,
21.03.2016 08:45,21.4,700.7,756.3,,47,Wind blowing from the east-southeast,1,,,no clouds, ,,,15.0,,,,,,,15.0,9.6,No precipitation,24,,,,
21.03.2016 05:45,15.4,,755.5,,90,Wind blowing from the east-northeast,1,,,no clouds, ,,,,,,,,,,6.0,13.7,,,,,,
20.03.2016 17:45,28.6,700.2,755.8,-0.5,30,Wind blowing from the west,3,,,"10%  or less, but not 0", ,,,,32.7,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,9.3,No precipitation,9,,,,
20.03.2016 14:45,31.8,700.7,756.3,-1.7,23,Wind blowing from the south,2,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,8.4,,,,,,
20.03.2016 11:45,29.2,702.4,758.8,0.6,36,Wind blowing from the south,2,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,12.6,,,,,,
20.03.2016 08:45,21.4,701.8,758.2,1.5,56,Wind blowing from the east,1,,,"10%  or less, but not 0", ,,,15.0,,,,"2500 or more, or no clouds.",,,15.0,12.3,No precipitation,24,,,,
20.03.2016 05:45,15.0,700.3,756.3,,89,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,6.0,13.2,,,,,,
19.03.2016 17:45,27.4,700.4,756.4,-0.5,31,Wind blowing from the west,3,,,no clouds, ,,,,30.8,,,,,,10.0,9.0,No precipitation,9,,,,
19.03.2016 14:45,29.6,700.9,757.0,-1.3,29,Wind blowing from the south,3,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15.0,9.9,,,,,,
19.03.2016 11:45,28.6,702.2,758.8,0.2,32,Wind blowing from the south-east,2,,,no clouds, ,,,,,,,,,,15.0,10.4,,,,,,
19.03.2016 08:45,22.4,702.0,758.6,1.2,49,Wind blowing from the east-southeast,1,,,no clouds, ,,,13.5,,,,,,,10.0,11.0,No precipitation,24,,,,
19.03.2016 05:45,13.5,700.8,757.0,,77,Wind blowing from the east-northeast,1,,,no clouds, ,,,,,,,,,,8.0,9.6,,,,,,
18.03.2016 17:45,26.8,700.6,756.7,-0.6,34,Wind blowing from the south,2,,,no clouds, ,,,,30.5,,,,,,10.0,9.8,No precipitation,9,,,,
18.03.2016 14:45,29.4,701.2,757.4,-2.4,29,Wind blowing from the west,2,,,no clouds, ,,,,,,,,,,10.0,9.6,,,,,,
18.03.2016 11:45,26.6,703.6,760.6,-0.2,40,Wind blowing from the south,2,,,no clouds, ,,,,,,,,,,10.0,11.7,,,,,,
18.03.2016 08:45,19.0,703.8,760.8,1.6,63,Wind blowing from the west,1,,,no clouds, ,,,13.0,,,,,,,10.0,11.8,No precipitation,24,,,,
18.03.2016 05:45,13.0,702.2,759.2,,82,Wind blowing from the east,1,,,no clouds, ,,,,,,,,,,6.0,9.9,,,,,,
17.03.2016 17:45,24.2,702.4,759.4,-0.3,36,Wind blowing from the east-southeast,2,,,"90  or more, but not 100%", ,,,,27.4,Stratocumulus cumulogenitus.,40%.,300-600,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,8.0,No precipitation,9,,,,
