Local time in Darbhanga,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.03.2019 08:30,20.6,,757.1,,87,Wind blowing from the west,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,18.4,,,,,,
05.03.2019 08:30,20.0,,757.1,,91,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,18.4,,,,,,
04.03.2019 08:30,18.4,,757.3,,92,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,17.1,Trace of precipitation,24,,,,
03.03.2019 08:30,18.4,,761.2,,81,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,15.0,,,,,,
01.03.2019 08:30,16.0,,761.3,,96,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,15.3,,,,,,
28.02.2019 08:30,19.0,,759.8,,91,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,2.0,17.4,3,24,,,,
26.02.2019 08:30,19.4,,760.0,,87,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,17.1,,,,,,
24.02.2019 08:30,16.6,,763.0,,85,Wind blowing from the west,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,14.1,,,,,,
23.02.2019 08:30,20.0,,762.0,,92,Wind blowing from the west,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,18.7,,,,,,
21.02.2019 08:30,19.0,,762.1,,84,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,16.3,,,,,,
19.02.2019 08:30,15.8,,760.6,,91,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,14.4,,,,,,
18.02.2019 08:30,14.4,,763.3,,96,Wind blowing from the south,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,13.7,,,,,,
16.02.2019 08:30,17.0,,762.2,,94,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,16.0,,,,,,
15.02.2019 08:30,17.0,,763.9,,96,Wind blowing from the north,2,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,2.0,16.3,Trace of precipitation,24,,,,
12.02.2019 08:30,14.4,,765.4,,96,Wind blowing from the north,2,,,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,2.0,13.7,,,,,,
11.02.2019 08:30,13.6,,765.4,,96,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,12.9,,,,,,
09.02.2019 08:30,17.0,,761.5,,96,Wind blowing from the south,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,2.0,16.3,11,24,,,,
08.02.2019 08:30,17.4,,762.2,,96,Wind blowing from the south,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,4.0,16.7,Trace of precipitation,24,,,,
07.02.2019 08:30,14.6,,761.6,,93,Wind blowing from the north,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,13.5,,,,,,
06.02.2019 08:30,13.0,,764.2,,84,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,10.3,,,,,,
05.02.2019 08:30,12.2,,764.8,,93,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,11.1,,,,,,
04.02.2019 08:30,12.4,,764.3,,88,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,10.5,,,,,,
03.02.2019 08:30,14.4,,763.3,,91,Wind blowing from the west,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,12.9,,,,,,
02.02.2019 08:30,13.6,,764.1,,87,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,11.4,,,,,,
01.02.2019 08:30,14.4,,764.3,,89,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,12.6,,,,,,
30.01.2019 08:30,20.2,,765.1,,49,Wind blowing from the west,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,9.0,,,,,,
28.01.2019 08:30,13.6,,764.5,,97,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,13.2,,,,,,
27.01.2019 08:30,14.4,,764.4,,93,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,13.3,,,,,,
24.01.2019 08:30,15.2,,763.3,,96,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,2.0,14.5,Trace of precipitation,24,,,,
23.01.2019 08:30,15.6,,761.8,,94,"Calm, no wind",0,,,20–30%.,Haze. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,"2500 or more, or no clouds.",,,2.0,14.6,,,,,,
22.01.2019 08:30,13.6,,763.4,,93,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,12.5,,,,,,
21.01.2019 08:30,12.4,,763.6,,91,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,10.9,,,,,,
19.01.2019 08:30,12.6,,762.7,,91,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,11.1,,,,,,
18.01.2019 08:30,11.0,,763.9,,95,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,10.2,,,,,,
17.01.2019 08:30,11.4,,762.8,,95,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,10.6,,,,,,
16.01.2019 08:30,11.0,,764.7,,90,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,9.4,,,,,,
14.01.2019 08:30,12.4,,763.6,,93,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,11.3,,,,,,
12.01.2019 08:30,11.8,,763.6,,92,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,10.6,,,,,,
11.01.2019 08:30,11.2,,762.7,,95,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,10.4,,,,,,
10.01.2019 08:30,11.4,,762.7,,95,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,10.6,,,,,,
09.01.2019 08:30,12.2,,762.7,,93,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,11.1,,,,,,
08.01.2019 11:30,13.4,,763.7,,96,,,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,2.0,12.7,,,,,,
08.01.2019 08:30,13.4,,763.7,,96,Wind blowing from the west,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,12.7,,,,,,
07.01.2019 11:30,14.0,,762.7,,82,,,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,2.0,11.0,,,,,,
07.01.2019 08:30,14.0,,762.7,,82,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,11.0,,,,,,
05.01.2019 08:30,11.4,,765.8,,95,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,10.6,,,,,,
04.01.2019 08:30,11.6,,765.8,,95,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,0.5,10.8,,,,,,
03.01.2019 08:30,11.4,,765.7,,95,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,10.6,,,,,,
02.01.2019 08:30,10.2,,766.0,,97,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,9.8,,,,,,
01.01.2019 08:30,11.0,,765.1,,92,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,9.8,,,,,,
31.12.2018 08:30,10.8,,766.0,,90,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,9.2,,,,,,
30.12.2018 08:30,10.6,,766.0,,88,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,8.6,,,,,,
29.12.2018 08:30,9.6,,764.7,,85,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,7.1,,,,,,
28.12.2018 08:30,11.2,,765.0,,80,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,7.9,,,,,,
27.12.2018 08:30,10.4,,763.7,,90,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,8.8,,,,,,
22.12.2018 08:30,12.0,,763.6,,91,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,10.5,,,,,,
21.12.2018 08:30,12.6,,764.4,,91,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,11.1,,,,,,
20.12.2018 08:30,12.2,,764.4,,97,"Calm, no wind",0,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,0.5,11.8,,,,,,
18.12.2018 08:30,16.2,,765.1,,94,"Calm, no wind",0,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,"2500 or more, or no clouds.",,,2.0,15.2,Trace of precipitation,24,,,,
16.12.2018 08:30,15.6,,766.2,,85,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,13.1,,,,,,
15.12.2018 08:30,15.0,,764.1,,85,Wind blowing from the west,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,12.5,,,,,,
13.12.2018 08:30,15.0,,764.1,,91,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,13.6,,,,,,
10.12.2018 08:30,13.4,,762.4,,96,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,12.7,,,,,,
09.12.2018 08:30,14.4,,763.2,,89,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,12.6,,,,,,
07.12.2018 08:30,15.0,,762.4,,91,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,13.6,,,,,,
06.12.2018 08:30,14.6,,763.2,,93,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,13.5,,,,,,
05.12.2018 08:30,15.4,,763.9,,96,"Calm, no wind",0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.0,14.7,,,,,,
