Local time in Pokhara (airport),T,Po,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
16.10.2016 08:45,21.8,692,1.2,86,Wind blowing from the south,2,"90  or more, but not 100%",20.4,,50%.,Less than  50,5,19.4,Trace of precipitation,24
16.10.2016 05:45,20.8,690.8,,87,Wind blowing from the north-east,2,"90  or more, but not 100%",,,50%.,100-200,4,18.6,,
15.10.2016 17:45,25.2,689.4,0.1,74,Wind blowing from the south-southwest,1,70 – 80%.,,28.2,40%.,600-1000,6,20.3,No precipitation,9
15.10.2016 14:45,27.8,689.3,-2.2,60,Wind blowing from the south-east,3,40%.,,,40%.,600-1000,6,19.3,,
15.10.2016 11:45,24.4,691.5,0.1,79,Wind blowing from the east-southeast,2,70 – 80%.,,,50%.,600-1000,5,20.5,,
15.10.2016 08:45,21.2,691.4,1.7,92,"Calm, no wind",0,"90  or more, but not 100%",20.4,,60%.,Less than  50,2,19.9,0.8,24
15.10.2016 05:45,20.6,689.7,,94,Wind blowing from the south-east,2,"90  or more, but not 100%",,,50%.,Less than  50,2.5,19.6,,
14.10.2016 17:45,24,688.8,0.5,81,Wind blowing from the south-east,1,100%.,,28.8,50%.,300-600,4,20.6,0.1,9
14.10.2016 14:45,28.3,688.3,-1.8,63,Wind blowing from the south-east,3,60%.,,,50%.,600-1000,7,20.7,,
14.10.2016 11:45,25.8,690.1,-0.3,74,Wind blowing from the south-east,2,60%.,,,40%.,300-600,7,20.8,,
14.10.2016 08:45,22.6,690.4,1.8,83,"Calm, no wind",0,"90  or more, but not 100%",21.1,,50%.,200-300,6,19.5,No precipitation,24
14.10.2016 05:45,21.2,688.6,,86,Wind blowing from the north-east,2,"90  or more, but not 100%",,,50%.,300-600,6,18.7,,
13.10.2016 17:45,25.8,686.8,0,75,Wind blowing from the south-east,1,60%.,,29.3,40%.,600-1000,10,21.1,No precipitation,9
13.10.2016 14:45,28.8,686.8,-1.8,60,Wind blowing from the south-east,3,40%.,,,40%.,600-1000,10,20.4,,
13.10.2016 11:45,27.6,688.6,,67,Wind blowing from the south-east,2,40%.,,,40%.,600-1000,9,20.9,,
13.10.2016 08:45,22.3,689.2,1.9,85,Wind blowing from the south-southwest,2,50%.,20.3,,40%.,300-600,6,19.6,No precipitation,24
13.10.2016 05:45,20.8,687.3,,91,Wind blowing from the east,2,70 – 80%.,,,50%.,Less than  50,5,19.2,,
12.10.2016 17:45,25.9,685.7,,72,Wind blowing from the south-southwest,2,40%.,,29.5,20–30%.,600-1000,10,20.4,No precipitation,9
12.10.2016 11:45,26.5,686.8,-0.6,62,Wind blowing from the east-southeast,2,40%.,,,20–30%.,600-1000,12,18.6,,
12.10.2016 08:45,23,687.4,1.2,72,"Calm, no wind",0,"10%  or less, but not 0",19.3,,"10%  or less, but not 0",600-1000,10,17.7,No precipitation,24
12.10.2016 05:45,19.8,686.2,,83,Wind blowing from the north-west,2,60%.,,,40%.,Less than  50,5,16.8,,
11.10.2016 17:45,26.2,685.6,0,75,"Calm, no wind",0,40%.,,29.5,20–30%.,600-1000,12,21.5,No precipitation,9
11.10.2016 14:45,29.1,685.6,-2.1,61,Wind blowing from the east-southeast,3,40%.,,,40%.,600-1000,12,20.9,,
11.10.2016 11:45,27.2,687.7,-0.3,61,Wind blowing from the east-southeast,2,"10%  or less, but not 0",,,"10%  or less, but not 0",300-600,12,18.9,,
11.10.2016 08:45,21.8,688,1.7,85,"Calm, no wind",0,"10%  or less, but not 0",16.6,,"10%  or less, but not 0",600-1000,10,19.1,55,24
11.10.2016 05:45,18.6,686.3,,95,Wind blowing from the north-west,2,no clouds,,,,,12,17.7,,
10.10.2016 17:45,26.3,685.7,-0.2,76,Wind blowing from the west,1,60%.,,30.1,50%.,600-1000,10,21.8,Trace of precipitation,9
10.10.2016 14:45,28.6,685.9,-2.1,64,Wind blowing from the south-east,3,50%.,,,50%.,600-1000,12,21.1,,
10.10.2016 11:45,27.6,688,-0.3,66,Wind blowing from the east,2,40%.,,,20–30%.,600-1000,10,20.6,,
10.10.2016 08:45,22.8,688.3,1.3,74,Wind blowing from the east-northeast,2,50%.,19.8,,40%.,600-1000,10,17.8,1,24
10.10.2016 05:45,20.4,687,,94,Wind blowing from the north-west,2,70 – 80%.,,,50%.,600-1000,8,19.4,,
09.10.2016 17:45,25.6,685.6,-0.3,81,Wind blowing from the south-east,1,60%.,,29.5,50%.,600-1000,10,22,No precipitation,9
09.10.2016 14:45,28,685.9,-2.7,65,Wind blowing from the south-east,2,50%.,,,50%.,600-1000,10,20.9,,
09.10.2016 11:45,26.8,688.6,-0.3,71,Wind blowing from the east-southeast,2,50%.,,,40%.,600-1000,10,21.1,,
09.10.2016 08:45,22.7,688.9,1,88,Wind blowing from the east,2,50%.,19.4,,40%.,100-200,6,20.6,57,24
09.10.2016 05:45,20.4,687.9,,98,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,Less than  50,5,20.1,,
08.10.2016 17:45,26.5,686.8,0.2,78,Wind blowing from the north-west,2,"90  or more, but not 100%",,30.5,50%.,600-1000,10,22.3,No precipitation,9
08.10.2016 14:45,28.6,686.6,-2.3,65,Wind blowing from the south-east,3,70 – 80%.,,,40%.,600-1000,10,21.3,,
08.10.2016 11:45,28.3,688.9,-1.2,67,Wind blowing from the south-east,3,20–30%.,,,20–30%.,600-1000,10,21.6,,
08.10.2016 08:45,24.5,690.1,1.4,79,Wind blowing from the south-east,3,40%.,20.6,,40%.,600-1000,9,20.7,No precipitation,24
08.10.2016 05:45,21.2,688.7,,92,Wind blowing from the north-west,2,"90  or more, but not 100%",,,50%.,100-200,4,19.8,,
07.10.2016 17:45,26.6,686.8,0.1,78,Wind blowing from the south-east,1,60%.,,30,60%.,600-1000,10,22.4,No precipitation,9
07.10.2016 14:45,29.8,686.7,-2.3,61,Wind blowing from the south-east,4,40%.,,,40%.,600-1000,10,21.6,,
07.10.2016 11:45,28.2,689,-1,67,Wind blowing from the south-southeast,2,20–30%.,,,20–30%.,600-1000,10,21.6,,
07.10.2016 08:45,23.6,690,1.1,81,Wind blowing from the south-west,1,20–30%.,20.5,,20–30%.,600-1000,8,20.1,7,24
07.10.2016 05:45,21,688.9,,95,Wind blowing from the north-west,2,40%.,,,20–30%.,100-200,5,20.1,,
06.10.2016 17:45,24.2,687.3,-0.8,87,Wind blowing from the south-east,1,60%.,,26.7,40%.,300-600,8,21.9,7,9
06.10.2016 14:45,25.4,688.1,-2.3,83,Wind blowing from the south-east,3,"90  or more, but not 100%",,,40%.,300-600,10,22.2,,
06.10.2016 11:45,22.2,690.4,-0.3,92,"Calm, no wind",0,100%.,,,60%.,100-200,5,20.8,,
06.10.2016 08:45,20.8,690.7,2.1,96,Wind blowing from the north-west,2,100%.,20.6,,60%.,Less than  50,1.5,20.2,23,24
06.10.2016 05:45,21.3,688.6,,95,Wind blowing from the north-west,2,"90  or more, but not 100%",,,50%.,Less than  50,3,20.5,,
05.10.2016 17:45,26.2,685.6,-0.3,77,"Calm, no wind",0,"90  or more, but not 100%",,29.9,40%.,600-1000,6,21.8,No precipitation,9
05.10.2016 14:45,29.4,685.9,-2.4,64,Wind blowing from the south-east,2,60%.,,,50%.,600-1000,8,22,,
05.10.2016 11:45,28,688.3,-0.9,69,Wind blowing from the south-east,2,60%.,,,40%.,300-600,10,21.7,,
05.10.2016 08:45,23.6,689.2,1.3,88,Wind blowing from the south-west,2,"90  or more, but not 100%",21.7,,50%.,300-600,8,21.4,0.5,24
05.10.2016 05:45,21.7,687.9,,94,"Calm, no wind",0,70 – 80%.,,,40%.,100-200,5,20.7,,
04.10.2016 17:45,26,686.4,-0.3,78,Wind blowing from the north-west,2,"90  or more, but not 100%",,30,40%.,600-1000,10,21.9,Trace of precipitation,9
04.10.2016 14:45,29.6,686.7,-1.9,61,Wind blowing from the south-east,3,50%.,,,40%.,600-1000,10,21.4,,
04.10.2016 11:45,27.8,688.6,-0.5,72,Wind blowing from the east-southeast,3,50%.,,,20–30%.,600-1000,10,22.3,,
04.10.2016 08:45,24.2,689.1,0.2,89,Wind blowing from the south-east,3,60%.,21.2,,40%.,Less than  50,3,22.3,87,24
04.10.2016 05:45,21.4,688.9,,98,Wind blowing from the west,2,"90  or more, but not 100%",,,50%.,100-200,5,21.1,,
03.10.2016 17:45,27.3,686.4,-1,82,"Calm, no wind",0,"90  or more, but not 100%",,31,50%.,600-1000,10,24,No precipitation,9
03.10.2016 14:45,30.8,687.4,-2.5,64,Wind blowing from the east-southeast,4,50%.,,,40%.,600-1000,10,23.1,,
03.10.2016 11:45,28.9,689.9,-1,66,Wind blowing from the south-southeast,3,20–30%.,,,20–30%.,600-1000,10,21.8,,
03.10.2016 08:45,21.6,690.9,1.1,100,Wind blowing from the south-west,1,40%.,19.4,,20–30%.,600-1000,8,21.6,61,24
03.10.2016 05:45,20.4,689.8,,100,"Calm, no wind",0,70 – 80%.,,,50%.,600-1000,8,20.4,,
02.10.2016 17:45,28.3,688.3,-0.7,76,Wind blowing from the south-east,1,70 – 80%.,,31.5,50%.,600-1000,10,23.7,No precipitation,9
02.10.2016 14:45,31.1,689,-2.3,63,Wind blowing from the south-east,2,40%.,,,40%.,600-1000,10,23.2,,
02.10.2016 11:45,29.7,691.3,-0.6,64,Wind blowing from the east-northeast,2,50%.,,,20–30%.,600-1000,10,22.1,,
02.10.2016 08:45,24,691.9,1.5,88,Wind blowing from the north-west,2,50%.,21.5,,20–30%.,600-1000,10,21.8,42,24
02.10.2016 05:45,22,690.4,,98,Wind blowing from the north-west,2,70 – 80%.,,,50%.,600-1000,8,21.7,,
01.10.2016 17:45,27.8,687.8,,73,Wind blowing from the south-east,2,70 – 80%.,,31.9,50%.,600-1000,9,22.6,No precipitation,9
01.10.2016 14:45,34.8,,,67,"Calm, no wind",0,60%.,,,60%.,200-300,10,27.7,,
01.10.2016 11:45,30,689.3,,63,Wind blowing from the south-east,3,20–30%.,,,20–30%.,600-1000,10,22.2,,
01.10.2016 08:45,26.6,690.6,,74,Wind blowing from the north-west,3,40%.,23.1,,20–30%.,600-1000,8,21.6,Trace of precipitation,24
30.09.2016 17:45,28.2,686.2,0.1,71,Wind blowing from the east,2,50%.,,31,20–30%.,600-1000,10,22.5,No precipitation,9
30.09.2016 14:45,30.6,686.1,-2.1,60,Wind blowing from the east,2,20–30%.,,,20–30%.,600-1000,10,21.9,,
30.09.2016 11:45,28.8,688.2,-0.4,69,Wind blowing from the south-southeast,3,20–30%.,,,20–30%.,600-1000,10,22.6,,
30.09.2016 08:45,25.1,688.6,0.9,79,Wind blowing from the south-east,3,"10%  or less, but not 0",21.1,,"10%  or less, but not 0",600-1000,10,21.1,No precipitation,24
30.09.2016 05:45,21.7,687.7,,96,Wind blowing from the north-east,1,"10%  or less, but not 0",,,"10%  or less, but not 0",600-1000,10,21,,
29.09.2016 17:45,25.8,686.2,-0.5,78,Wind blowing from the east,1,40%.,,28.4,20–30%.,600-1000,10,21.7,No precipitation,9
29.09.2016 14:45,27.2,686.7,-1.9,72,Wind blowing from the east-southeast,2,"90  or more, but not 100%",,,50%.,600-1000,10,21.7,,
29.09.2016 11:45,26.1,688.6,-0.7,77,Wind blowing from the south-east,2,"90  or more, but not 100%",,,50%.,600-1000,10,21.7,,
29.09.2016 08:45,24,689.3,0.7,76,Wind blowing from the north-west,1,"90  or more, but not 100%",20.6,,50%.,600-1000,10,19.4,3,24
29.09.2016 05:45,21,688.6,,95,Wind blowing from the north-west,2,"90  or more, but not 100%",,,50%.,100-200,5,20.1,,
28.09.2016 08:45,23,689.8,1.4,88,Wind blowing from the north-west,3,"90  or more, but not 100%",21.4,,50%.,600-1000,10,20.9,Trace of precipitation,24
28.09.2016 05:45,22,688.4,,92,Wind blowing from the north-east,2,40%.,,,20–30%.,600-1000,10,20.7,,
27.09.2016 17:45,27.7,686.1,-0.5,72,Wind blowing from the east,2,20–30%.,,31,20–30%.,600-1000,10,22.1,Trace of precipitation,9
27.09.2016 14:45,30.5,686.6,-2.2,57,Wind blowing from the south-east,3,20–30%.,,,20–30%.,600-1000,10,21.1,,
27.09.2016 11:45,29,688.8,-0.5,66,Wind blowing from the south,3,40%.,,,40%.,600-1000,10,22,,
27.09.2016 08:45,25.6,689.3,0.7,78,Wind blowing from the south-east,2,20–30%.,22.4,,20–30%.,600-1000,10,21.4,Trace of precipitation,24
27.09.2016 05:45,22.4,688.6,,91,Wind blowing from the west-northwest,2,"90  or more, but not 100%",,,50%.,300-600,8,20.9,,
26.09.2016 17:45,26.4,686.5,-0.1,74,Wind blowing from the south-east,2,20–30%.,,29.6,20–30%.,600-1000,10,21.4,No precipitation,9
26.09.2016 14:45,29.4,686.6,-2.3,60,Wind blowing from the south,3,40%.,,,20–30%.,600-1000,10,20.8,,
26.09.2016 11:45,27.3,688.9,-0.3,67,Wind blowing from the south-southeast,2,60%.,,,40%.,300-600,10,20.6,,
26.09.2016 08:45,24.8,689.2,1,77,Wind blowing from the south-southeast,3,20–30%.,20.5,,20–30%.,600-1000,10,20.4,0.5,24
26.09.2016 05:45,21,688.2,,95,"Calm, no wind",0,20–30%.,,,20–30%.,600-1000,10,20.1,,
25.09.2016 17:45,26,685.6,-0.1,71,Wind blowing from the east-southeast,3,50%.,,30,20–30%.,600-1000,10,20.4,No precipitation,9
25.09.2016 14:45,29.2,685.7,-1.8,62,Wind blowing from the east,2,50%.,,,40%.,600-1000,10,21.1,,
25.09.2016 11:45,27.7,687.5,-0.2,69,Wind blowing from the south-east,3,60%.,,,40%.,600-1000,10,21.6,,
25.09.2016 08:45,24.6,687.7,0.3,78,Wind blowing from the south-southwest,2,20–30%.,20.5,,20–30%.,600-1000,10,20.4,No precipitation,24
25.09.2016 05:45,20.8,687.4,,98,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,200-300,5,20.4,,
24.09.2016 17:45,26.6,685.1,-1,73,Wind blowing from the east-southeast,2,40%.,,28.8,"10%  or less, but not 0",300-600,10,21.3,Trace of precipitation,9
24.09.2016 14:45,26.8,686.1,-2.5,71,Wind blowing from the east-southeast,2,60%.,,,40%.,300-600,10,21,,
24.09.2016 11:45,25,688.6,0.8,79,Wind blowing from the east,3,70 – 80%.,,,40%.,300-600,8,21,,
24.09.2016 08:45,22.8,687.8,0.4,87,Wind blowing from the south-east,3,40%.,20.8,,20–30%.,100-200,5,20.5,27,24
24.09.2016 05:45,20.8,687.4,,98,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,200-300,5,20.4,,
23.09.2016 17:45,23.4,685.8,0.2,88,Wind blowing from the west,4,"90  or more, but not 100%",,30.9,50%.,300-600,8,21.2,1,9
23.09.2016 14:45,29.4,685.6,-2.8,63,Wind blowing from the south-southeast,2,60%.,,,50%.,300-600,10,21.7,,
23.09.2016 11:45,26.8,688.4,-0.7,75,Wind blowing from the south-southeast,2,60%.,,,50%.,300-600,8,21.9,,
23.09.2016 08:45,23.8,689.1,1.2,88,Wind blowing from the east-northeast,2,60%.,21.5,,50%.,200-300,6,21.6,2,24
23.09.2016 05:45,22,687.9,,94,"Calm, no wind",0,70 – 80%.,,,40%.,100-200,4,20.9,,
22.09.2016 17:45,27.4,687.8,-0.5,73,Wind blowing from the south-southeast,2,40%.,,30.4,40%.,600-1000,10,22.2,No precipitation,9
22.09.2016 14:45,29.6,688.3,-2.2,62,Wind blowing from the north-east,2,40%.,,,20–30%.,600-1000,10,21.6,,
22.09.2016 11:45,28.4,690.5,-0.7,67,Wind blowing from the east,3,20–30%.,,,20–30%.,600-1000,10,21.8,,
22.09.2016 08:45,24.6,691.2,0.9,75,Wind blowing from the south-east,2,20–30%.,20.8,,"10%  or less, but not 0",600-1000,12,19.8,0.4,24
22.09.2016 05:45,21.3,690.3,,91,"Calm, no wind",0,50%.,,,"10%  or less, but not 0",1000-1500,10,19.7,,
21.09.2016 17:45,28,688,-0.6,70,Wind blowing from the south-southwest,2,40%.,,29.9,20–30%.,300-600,10,22,0.4,9
21.09.2016 14:45,28.2,688.6,-1.6,66,Wind blowing from the west,3,60%.,,,40%.,300-600,10,21.3,,
21.09.2016 11:45,25,690.2,0.2,78,"Calm, no wind",0,"90  or more, but not 100%",,,40%.,300-600,8,20.8,,
21.09.2016 08:45,22.5,690,1.8,92,Wind blowing from the east-southeast,1,"90  or more, but not 100%",21,,50%.,600-1000,6,21.1,15,24
21.09.2016 05:45,21.5,688.2,,95,Wind blowing from the south-west,3,"90  or more, but not 100%",,,60%.,600-1000,8,20.7,,
20.09.2016 17:45,27.6,684.5,-0.5,79,Wind blowing from the south-east,2,60%.,,31.6,40%.,600-1000,8,23.6,No precipitation,9
20.09.2016 14:45,31.2,685,-2.1,63,Wind blowing from the east-southeast,2,40%.,,,40%.,600-1000,10,23.4,,
20.09.2016 11:45,29.2,687.1,-0.7,72,Wind blowing from the south-southeast,3,50%.,,,50%.,600-1000,10,23.6,,
20.09.2016 08:45,24.5,687.8,1.2,90,"Calm, no wind",0,70 – 80%.,22.4,,50%.,300-600,7,22.7,16,24
20.09.2016 05:45,22.4,686.6,,96,"Calm, no wind",0,60%.,,,50%.,Less than  50,2.5,21.8,,
19.09.2016 17:45,28,684.4,-0.6,79,Wind blowing from the south-east,1,50%.,,31.6,40%.,600-1000,8,24,Trace of precipitation,9
19.09.2016 14:45,31.3,685,-2.7,64,Wind blowing from the south-southeast,4,40%.,,,40%.,600-1000,12,23.8,,
19.09.2016 11:45,28.8,687.7,-0.5,73,Wind blowing from the south-east,3,40%.,,,40%.,300-600,10,23.4,,
19.09.2016 08:45,24.6,688.2,0.9,82,Wind blowing from the west-southwest,1,60%.,22.1,,40%.,300-600,7,21.4,No precipitation,24
19.09.2016 05:45,22.1,687.3,,92,Wind blowing from the east,3,60%.,,,40%.,Less than  50,5,20.8,,
18.09.2016 17:45,27,686.1,-0.7,78,Wind blowing from the south-east,1,70 – 80%.,,30.2,40%.,600-1000,10,22.9,No precipitation,9
18.09.2016 14:45,29.9,686.8,-2.4,65,Wind blowing from the south-east,3,40%.,,,40%.,600-1000,12,22.6,,
18.09.2016 11:45,28,689.2,0,67,Wind blowing from the south-east,3,20–30%.,,,20–30%.,600-1000,10,21.4,,
18.09.2016 08:45,21.5,689.2,1.5,99,Wind blowing from the south-east,2,60%.,20.5,,40%.,200-300,4,21.4,,
18.09.2016 05:45,20.8,687.7,,98,"Calm, no wind",0,70 – 80%.,,,50%.,600-1000,10,20.5,,
17.09.2016 17:45,26.8,685.1,-0.4,80,Wind blowing from the south-east,1,"90  or more, but not 100%",,30.4,60%.,300-600,8,23,Trace of precipitation,9
17.09.2016 14:45,29.8,685.5,-2.5,67,Wind blowing from the south-east,3,50%.,,,40%.,600-1000,12,23.1,,
17.09.2016 11:45,27,688,0,75,Wind blowing from the south-east,3,50%.,,,20–30%.,300-600,10,22.1,,
17.09.2016 08:45,22.3,688,0.9,92,"Calm, no wind",0,70 – 80%.,20.6,,40%.,200-300,6,20.9,100,24
17.09.2016 05:45,20.8,687.1,,98,"Calm, no wind",0,"90  or more, but not 100%",,,60%.,Less than  50,2,20.5,,
16.09.2016 17:45,27.1,685,-0.2,85,"Calm, no wind",0,100%.,,31.5,60%.,50-100,1.5,24.3,3,9
16.09.2016 14:45,31,685.2,-2.7,66,Wind blowing from the south-east,3,40%.,,,40%.,600-1000,12,23.8,,
16.09.2016 11:45,27.2,687.9,-1.2,77,Wind blowing from the south-east,2,70 – 80%.,,,40%.,300-600,10,22.9,,
16.09.2016 08:45,23.6,689.1,1.5,89,Wind blowing from the south,2,70 – 80%.,21.5,,40%.,300-600,8,21.7,1,24
16.09.2016 05:45,22,687.6,,95,Wind blowing from the north-west,2,40%.,,,40%.,300-600,8,21.2,,
15.09.2016 14:45,31,686.1,-2.2,59,Wind blowing from the south-east,4,40%.,,,40%.,600-1000,10,22,,
15.09.2016 11:45,29.4,688.3,-0.6,68,Wind blowing from the east-southeast,2,20–30%.,,,20–30%.,600-1000,10,22.9,,
15.09.2016 08:45,26,688.9,0.6,80,Wind blowing from the south-east,2,40%.,22.2,,40%.,300-600,6,22.2,No precipitation,24
15.09.2016 05:45,22.4,688.3,,94,Wind blowing from the south-east,3,"90  or more, but not 100%",,,60%.,100-200,5,21.4,,
14.09.2016 17:45,28.7,686.6,-0.8,74,Wind blowing from the south-southeast,2,50%.,,31.5,40%.,600-1000,10,23.5,No precipitation,9
14.09.2016 14:45,31,687.4,-2.4,57,Wind blowing from the south,4,50%.,,,40%.,600-1000,10,21.4,,
14.09.2016 11:45,28.2,689.8,-0.3,72,Wind blowing from the east,3,40%.,,,20–30%.,600-1000,10,22.6,,
14.09.2016 08:45,24.7,690.1,0.6,82,"Calm, no wind",0,50%.,21.5,,20–30%.,600-1000,8,21.4,1,24
14.09.2016 05:45,21.6,689.5,,96,Wind blowing from the north-west,3,70 – 80%.,,,40%.,300-600,5,21,,
13.09.2016 17:45,26.9,687.5,-0.5,72,"Calm, no wind",0,40%.,,30,"10%  or less, but not 0",600-1000,10,21.5,No precipitation,9
13.09.2016 14:45,29.5,688,-2.1,62,Wind blowing from the north-northeast,4,70 – 80%.,,,50%.,600-1000,10,21.5,,
13.09.2016 11:45,26.5,690.1,-0.1,72,Wind blowing from the east-southeast,3,"90  or more, but not 100%",,,50%.,300-600,10,21.1,,
13.09.2016 08:45,23.4,690.2,1.2,86,"Calm, no wind",0,"90  or more, but not 100%",21.5,,50%.,300-600,6,20.9,19,24
13.09.2016 05:45,21.8,689,,96,Wind blowing from the south-west,2,70 – 80%.,,,50%.,Less than  50,5,21.1,,
12.09.2016 17:45,26,686.5,-0.7,76,Wind blowing from the south-east,2,60%.,,27.3,20–30%.,300-600,8,21.4,19,9
12.09.2016 14:45,26,687.2,-1.7,78,Wind blowing from the south-east,3,"90  or more, but not 100%",,,50%.,300-600,7,21.9,,
12.09.2016 11:45,23.2,688.9,0.6,94,Wind blowing from the south-west,2,"90  or more, but not 100%",,,40%.,Less than  50,4,22.2,,
12.09.2016 08:45,23.6,688.3,1.9,94,Wind blowing from the south-southeast,3,"90  or more, but not 100%",21.9,,50%.,200-300,4,22.5,5,24
12.09.2016 05:45,22.4,686.4,,95,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,300-600,5,21.6,,
11.09.2016 17:45,26.9,685.6,-0.1,79,"Calm, no wind",0,70 – 80%.,,28.8,40%.,600-1000,6,23,0.9,9
11.09.2016 14:45,28.1,685.7,-2.4,74,Wind blowing from the south-east,3,60%.,,,40%.,300-600,7,23,,
11.09.2016 11:45,24.5,688.1,-0.5,88,Wind blowing from the west,2,"90  or more, but not 100%",,,50%.,100-200,5,22.4,,
11.09.2016 08:45,22.8,688.6,1.6,95,"Calm, no wind",0,100%.,22.4,,60%.,Less than  50,3,22,14,24
11.09.2016 05:45,22.8,687,,94,Wind blowing from the east,2,"90  or more, but not 100%",,,50%.,300-600,5,21.7,,
10.09.2016 17:45,26.3,685.3,-1.5,81,Wind blowing from the south-east,2,60%.,,28.4,40%.,300-600,6,22.8,2,9
10.09.2016 14:45,26.6,686.8,-1.8,80,Wind blowing from the south-southeast,2,"90  or more, but not 100%",,,50%.,300-600,6,22.9,,
10.09.2016 11:45,24.8,688.6,0.5,89,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,300-600,4,22.8,,
10.09.2016 08:45,24.4,688.1,1.4,92,"Calm, no wind",0,"90  or more, but not 100%",23,,60%.,200-300,5,23,52,24
10.09.2016 05:45,23,686.7,,95,Wind blowing from the north-east,2,"90  or more, but not 100%",,,50%.,100-200,3,22.1,,
09.09.2016 17:45,28.8,685,-1,74,Wind blowing from the east-southeast,2,60%.,,31.5,40%.,600-1000,8,23.7,Trace of precipitation,9
09.09.2016 14:45,30.7,686,-2.6,65,Wind blowing from the south-southeast,2,40%.,,,40%.,600-1000,10,23.3,,
09.09.2016 11:45,28.8,688.6,0,75,Wind blowing from the east,2,50%.,,,40%.,300-600,6,23.9,,
09.09.2016 08:45,24.2,688.6,1.7,92,Wind blowing from the south-east,2,"90  or more, but not 100%",22.5,,50%.,Less than  50,3,22.8,20,24
09.09.2016 05:45,23.1,686.9,,98,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,200-300,8,22.7,,
08.09.2016 17:45,28.2,685.6,-0.5,80,Wind blowing from the south-east,2,60%.,,30.9,60%.,600-1000,6,24.5,No precipitation,9
08.09.2016 14:45,30.5,686.1,-1.7,67,Wind blowing from the east-southeast,3,40%.,,,40%.,600-1000,10,23.8,,
08.09.2016 11:45,27.6,687.8,-0.3,76,Wind blowing from the east,2,60%.,,,40%.,300-600,10,23,,
