Local time in Dadeldhura,T,Po,Pa,U,DD,Ff,N,Tn,Tx,Nh,H,VV,Td,RRR,tR
02.08.2017 14:45,24.6,605.5,-4,78,Wind blowing from the south,2,"90  or more, but not 100%",,,40%.,200-300,7,20.5,,
02.08.2017 11:45,21.4,609.5,,91,Wind blowing from the east,2,100%.,,,40%.,300-600,7,19.9,,
02.08.2017 05:45,18.6,605.8,,100,Wind blowing from the east,2,100%.,,,60%.,300-600,6,18.6,,
01.08.2017 17:45,23.1,605.8,0.1,91,Wind blowing from the east,2,"90  or more, but not 100%",,25.6,40%.,300-600,8,21.6,0.1,9
01.08.2017 14:45,23.7,605.7,-1.5,80,Wind blowing from the south-east,1,70 – 80%.,,,40%.,300-600,7,20,,
01.08.2017 11:45,21.6,607.2,0.3,89,Wind blowing from the east,2,100%.,,,20–30%.,300-600,6,19.7,,
01.08.2017 08:45,20.4,606.9,0.5,92,Wind blowing from the south-east,2,"90  or more, but not 100%",17.4,,60%.,300-600,8,19,0.4,24
01.08.2017 05:45,17.5,606.4,,100,Wind blowing from the east,1,100%.,,,60%.,300-600,6,17.5,,
31.07.2017 17:45,20.8,606.6,-0.1,92,Wind blowing from the east,1,100%.,,21.8,50%.,300-600,6,19.4,0.4,9
31.07.2017 14:45,21.1,606.7,-1.2,90,Wind blowing from the north-west,1,70 – 80%.,,,40%.,200-300,7,19.3,,
31.07.2017 11:45,17.4,607.9,0.8,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,17.4,,
31.07.2017 08:45,17.3,607.1,,100,Wind blowing from the east,1,Sky obscured by fog and/or other meteorological phenomena.,17.1,,,,0.4,17.3,3,24
30.07.2017 17:45,19.9,607,0,98,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,23.4,,,0.2,19.6,0.7,9
30.07.2017 14:45,23.1,607,-0.6,85,Wind blowing from the east,1,100%.,,,20–30%.,200-300,7,20.5,,
30.07.2017 11:45,20.5,607.6,0.1,91,Wind blowing from the south-east,2,100%.,,,60%.,300-600,6,18.9,,
30.07.2017 08:45,19.6,607.5,0.9,96,Wind blowing from the east,2,100%.,18,,40%.,300-600,6,19,21,24
30.07.2017 05:45,18.1,606.6,,100,Wind blowing from the east,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,18.1,,
29.07.2017 17:45,20,607.3,,96,Wind blowing from the south,1,100%.,,24.5,60%.,200-300,5,19.3,11,9
29.07.2017 11:45,21.8,608.5,0,91,Wind blowing from the south,2,"90  or more, but not 100%",,,20–30%.,300-600,6,20.2,,
29.07.2017 08:45,17.6,608.5,0.9,100,Wind blowing from the east,2,Sky obscured by fog and/or other meteorological phenomena.,17,,,,0.2,17.6,2,24
29.07.2017 05:45,17,607.6,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,17,,
28.07.2017 08:45,19.9,608.2,1.3,93,"Calm, no wind",0,100%.,18,,50%.,300-600,6,18.7,0.8,24
28.07.2017 05:45,18,606.9,,100,Wind blowing from the east,2,100%.,,,40%.,300-600,3,18,,
27.07.2017 17:45,22.5,606.2,,85,Wind blowing from the east,2,60%.,,24,20–30%.,100-200,7,19.9,0.8,9
27.07.2017 11:45,21,607.6,0.9,100,"Calm, no wind",0,100%.,,,100%.,100-200,0.8,21,,
27.07.2017 08:45,18.4,606.7,1,100,Wind blowing from the south-east,2,100%.,17.1,,100%.,200-300,0.4,18.4,10,24
27.07.2017 05:45,17.6,605.7,,100,"Calm, no wind",0,100%.,,,100%.,200-300,0.3,17.6,,
26.07.2017 17:45,23.8,605,-0.3,80,"Calm, no wind",0,"90  or more, but not 100%",,26,20–30%.,200-300,7,20.1,No precipitation,9
26.07.2017 14:45,24.4,605.3,-0.6,81,Wind blowing from the east,1,60%.,,,40%.,300-600,8,21,,
26.07.2017 11:45,22.2,605.9,-0.1,85,"Calm, no wind",0,"90  or more, but not 100%",,,60%.,300-600,8,19.6,,
26.07.2017 08:45,19,606,1.1,91,Wind blowing from the south-west,1,"90  or more, but not 100%",16.7,,60%.,200-300,8,17.4,21,24
26.07.2017 05:45,17.2,604.9,,94,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,200-300,6,16.3,,
25.07.2017 17:45,17.3,605.1,-0.1,100,Wind blowing from the south-east,3,Sky obscured by fog and/or other meteorological phenomena.,,22.2,,,0.2,17.3,21,9
25.07.2017 14:45,19,605.2,-0.2,93,Wind blowing from the east,2,100%.,,,50%.,200-300,6,17.9,,
25.07.2017 11:45,20.4,605.4,-0.4,88,"Calm, no wind",0,100%.,,,60%.,300-600,6,18.4,,
25.07.2017 08:45,19.6,605.8,1,92,Wind blowing from the east,2,"90  or more, but not 100%",17.1,,40%.,300-600,8,18.2,6,24
25.07.2017 05:45,17.1,604.8,,100,"Calm, no wind",0,100%.,,,60%.,200-300,6,17.1,,
24.07.2017 17:45,20.2,604.7,-1.8,94,Wind blowing from the south-east,1,100%.,,24.8,20–30%.,200-300,6,19.2,3,9
24.07.2017 14:45,21.9,606.5,1,86,"Calm, no wind",0,"90  or more, but not 100%",,,40%.,300-600,8,19.4,,
24.07.2017 11:45,23.2,605.5,-0.3,80,Wind blowing from the east,2,"90  or more, but not 100%",,,50%.,300-600,8,19.6,,
24.07.2017 08:45,20.6,605.8,0.3,92,Wind blowing from the south-east,2,70 – 80%.,17.1,,40%.,300-600,7,19.2,No precipitation,24
24.07.2017 05:45,18.6,605.5,,100,Wind blowing from the east,2,100%.,,,60%.,200-300,3,18.6,,
23.07.2017 17:45,21.7,605.1,0,94,Wind blowing from the west,3,100%.,,26,50%.,200-300,3,20.6,No precipitation,9
23.07.2017 14:45,24.4,605.1,-1.1,81,Wind blowing from the east-southeast,1,"90  or more, but not 100%",,,20–30%.,200-300,7,21,,
23.07.2017 11:45,24.8,606.2,0.2,77,Wind blowing from the south-east,2,"90  or more, but not 100%",,,40%.,200-300,8,20.5,,
23.07.2017 08:45,22.4,606,0.5,87,Wind blowing from the east,1,20–30%.,18.4,,20–30%.,200-300,7,20.1,16,24
23.07.2017 05:45,18.6,605.5,,100,Wind blowing from the east,2,100%.,,,60%.,200-300,3,18.6,,
22.07.2017 17:45,20.5,605.2,-0.9,93,Wind blowing from the east,2,"90  or more, but not 100%",,24.5,50%.,200-300,7,19.3,16,9
22.07.2017 14:45,21.1,606.1,-0.7,92,Wind blowing from the south,2,100%.,,,40%.,200-300,7,19.7,,
22.07.2017 11:45,23.2,606.8,0,80,Wind blowing from the east,3,100%.,,,50%.,300-600,8,19.6,,
22.07.2017 08:45,20.7,606.8,,97,Wind blowing from the east,2,"90  or more, but not 100%",17.3,,40%.,200-300,7,20.2,10,24
21.07.2017 17:45,23.3,604.4,-0.4,90,Wind blowing from the south,2,"90  or more, but not 100%",,26.8,40%.,300-600,8,21.6,No precipitation,9
21.07.2017 14:45,25.2,604.8,-1.1,77,Wind blowing from the south-east,3,70 – 80%.,,,20–30%.,200-300,10,20.9,,
21.07.2017 11:45,23.6,605.9,-0.1,83,Wind blowing from the south,2,50%.,,,20–30%.,300-600,8,20.5,,
21.07.2017 08:45,19.3,606,,95,Wind blowing from the east,1,60%.,17,,20–30%.,200-300,8,18.5,7,24
20.07.2017 17:45,24.3,604.5,-0.7,78,Wind blowing from the south-east,2,20–30%.,,25.4,20–30%.,200-300,7,20.2,No precipitation,9
20.07.2017 14:45,24.6,605.2,-0.6,76,Wind blowing from the west,2,20–30%.,,,20–30%.,100-200,8,20.1,,
20.07.2017 11:45,20.5,605.8,-0.4,93,Wind blowing from the south-southwest,2,"90  or more, but not 100%",,,20–30%.,200-300,8,19.4,,
20.07.2017 08:45,20.4,606.2,0.8,84,Wind blowing from the south-east,2,"90  or more, but not 100%",16.9,,40%.,300-600,8,17.6,49,24
20.07.2017 05:45,17,605.4,,100,"Calm, no wind",0,100%.,,,100%.,200-300,6,17,,
19.07.2017 17:45,21.7,605,-0.8,81,Wind blowing from the east,2,100%.,,27.8,40%.,300-600,8,18.3,No precipitation,9
19.07.2017 14:45,27.2,605.8,-1,72,Wind blowing from the south,2,40%.,,,40%.,300-600,10,21.6,,
19.07.2017 11:45,25.7,606.8,-0.2,72,Wind blowing from the east,2,50%.,,,20–30%.,200-300,8,20.3,,
19.07.2017 08:45,24.4,607,0.6,77,Wind blowing from the east-southeast,1,60%.,19.1,,40%.,300-600,8,20,1,24
19.07.2017 05:45,19.3,606.4,,91,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,200-300,6,17.7,,
18.07.2017 17:45,20.9,605.6,-1.1,80,Wind blowing from the east,1,"90  or more, but not 100%",,27,20–30%.,200-300,7,17.3,1,9
18.07.2017 14:45,25.2,606.7,-1,76,Wind blowing from the east,2,60%.,,,40%.,300-600,8,20.6,,
18.07.2017 11:45,24.8,607.7,0.4,75,Wind blowing from the south,2,70 – 80%.,,,50%.,200-300,8,20,,
18.07.2017 08:45,20.6,607.3,0.6,90,Wind blowing from the east,2,"90  or more, but not 100%",18.3,,40%.,300-600,7,18.9,14,24
18.07.2017 05:45,18.4,606.7,,95,Wind blowing from the east,4,100%.,,,40%.,300-600,6,17.5,,
17.07.2017 17:45,21.7,605.8,-0.9,85,"Calm, no wind",0,"90  or more, but not 100%",,23.8,40%.,200-300,6,19,14,9
17.07.2017 14:45,20.4,606.7,0.5,92,"Calm, no wind",0,100%.,,,60%.,300-600,5,19.1,,
17.07.2017 11:45,23.3,606.2,-0.9,77,Wind blowing from the east,2,100%.,,,50%.,300-600,8,19.1,,
17.07.2017 08:45,20.7,607.1,0.4,93,Wind blowing from the east,2,100%.,18.3,,60%.,300-600,7,19.6,2,24
17.07.2017 05:45,18.4,606.7,,98,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,200-300,6,18.1,,
16.07.2017 17:45,23.2,605.7,-0.8,85,Wind blowing from the north-west,2,60%.,,26.2,20–30%.,300-600,7,20.5,0.2,9
16.07.2017 14:45,23.6,606.5,-0.4,77,Wind blowing from the east,2,70 – 80%.,,,40%.,300-600,8,19.4,,
16.07.2017 11:45,24.3,606.9,-0.2,71,Wind blowing from the east,1,60%.,,,20–30%.,200-300,8,18.7,,
16.07.2017 08:45,17.9,607.1,0.6,100,Wind blowing from the south,2,70 – 80%.,,,"90  or more, but not 100%",300-600,6,17.9,10,24
16.07.2017 05:45,17.7,606.5,,100,Wind blowing from the east,1,100%.,,,100%.,200-300,3,17.7,,
15.07.2017 17:45,20.4,605.5,-0.3,93,"Calm, no wind",0,100%.,,24.5,50%.,300-600,8,19.3,6,9
15.07.2017 14:45,23.7,605.8,-1.2,81,"Calm, no wind",0,100%.,,,20–30%.,200-300,7,20.2,,
15.07.2017 11:45,21.1,607,0,90,Wind blowing from the east,2,70 – 80%.,,,40%.,300-600,6,19.4,,
15.07.2017 08:45,18,607,1.1,100,Wind blowing from the south-southwest,3,Sky obscured by fog and/or other meteorological phenomena.,17.6,,,,0.2,18,13,24
15.07.2017 05:45,17.2,605.9,,100,Wind blowing from the east,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.4,17.2,,
14.07.2017 17:45,20.1,605.6,-1.1,98,Wind blowing from the east-southeast,2,"90  or more, but not 100%",,22.8,40%.,300-600,7,19.7,0.1,9
14.07.2017 14:45,20.4,606.7,-0.6,91,Wind blowing from the east,2,"90  or more, but not 100%",,,50%.,300-600,8,18.9,,
14.07.2017 11:45,21.6,607.3,0,90,Wind blowing from the south,2,"90  or more, but not 100%",,,50%.,300-600,7,19.8,,
14.07.2017 08:45,18.8,607.3,0.7,100,Wind blowing from the east-southeast,2,100%.,17.7,,60%.,300-600,6,18.8,10,24
14.07.2017 05:45,17.8,606.6,,100,"Calm, no wind",0,100%.,,,100%.,200-300,0.8,17.8,,
13.07.2017 17:45,21.5,605.5,-0.5,91,"Calm, no wind",0,"90  or more, but not 100%",,25,40%.,300-600,7,19.9,3,9
13.07.2017 14:45,22.6,606,-0.8,87,Wind blowing from the east,2,100%.,,,40%.,100-200,8,20.3,,
13.07.2017 11:45,22.3,606.8,-0.3,75,Wind blowing from the south,2,"90  or more, but not 100%",,,40%.,300-600,7,17.6,,
13.07.2017 08:45,19.2,607.1,1,87,"Calm, no wind",0,100%.,16.8,,70 – 80%.,300-600,6,17,4,24
13.07.2017 05:45,17,606.1,,100,Wind blowing from the east,2,100%.,,,70 – 80%.,300-600,2,17,,
12.07.2017 17:45,18.9,606.3,-0.4,96,"Calm, no wind",0,100%.,,19.8,50%.,300-600,6,18.3,4,9
12.07.2017 14:45,19.2,606.7,-0.1,95,"Calm, no wind",0,100%.,,,100%.,200-300,6,18.4,,
12.07.2017 11:45,17.3,606.8,0,100,Wind blowing from the north-east,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.3,17.3,,
12.07.2017 08:45,18,606.8,1.3,100,Wind blowing from the east,2,Sky obscured by fog and/or other meteorological phenomena.,17.2,,,,0.2,18,1,24
12.07.2017 05:45,17.3,605.5,,100,Wind blowing from the east,2,100%.,,,50%.,300-600,6,17.3,,
11.07.2017 17:45,18.4,605.7,-0.1,98,Wind blowing from the north-west,2,100%.,,19.8,40%.,300-600,6,18.1,0.1,9
11.07.2017 14:45,18.7,605.8,-0.2,100,Wind blowing from the east,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.3,18.7,,
11.07.2017 11:45,19.1,606,-0.4,98,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,300-600,6,18.7,,
11.07.2017 08:45,17.8,606.4,0.7,100,"Calm, no wind",0,100%.,16.1,,60%.,300-600,6,17.8,22,24
11.07.2017 05:45,17,605.7,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,17,,
10.07.2017 17:45,17.8,605.2,-0.9,100,Wind blowing from the south,2,Sky obscured by fog and/or other meteorological phenomena.,,20.5,,,0.2,17.8,6,9
10.07.2017 14:45,18.5,606.1,-0.6,100,Wind blowing from the east,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,18.5,,
10.07.2017 11:45,18.7,606.7,0.4,100,"Calm, no wind",0,100%.,,,100%.,200-300,3,18.7,,
10.07.2017 08:45,17.8,606.3,0.9,100,Wind blowing from the east,1,100%.,16.9,,100%.,200-300,3,17.8,87,24
10.07.2017 05:45,17.1,605.4,,100,"Calm, no wind",0,100%.,,,100%.,200-300,2,17.1,,
09.07.2017 17:45,21.2,604.8,-0.8,97,Wind blowing from the south,2,100%.,,25.8,40%.,300-600,6,20.7,Trace of precipitation,9
09.07.2017 14:45,24.8,605.6,-0.9,76,Wind blowing from the east,1,60%.,,,20–30%.,300-600,8,20.3,,
09.07.2017 11:45,20.4,606.5,0.5,100,Wind blowing from the east,2,100%.,,,50%.,200-300,7,20.4,,
09.07.2017 08:45,20.3,606,-0.1,98,Wind blowing from the east,1,"90  or more, but not 100%",18.8,,50%.,300-600,6,19.9,No precipitation,24
09.07.2017 05:45,19,606.1,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.1,19,,
08.07.2017 17:45,23.6,605.1,-0.4,90,Wind blowing from the south-southwest,3,50%.,,26.2,40%.,300-600,8,21.9,No precipitation,9
08.07.2017 14:45,25.5,605.5,-1.2,79,Wind blowing from the south,2,40%.,,,40%.,300-600,10,21.5,,
08.07.2017 11:45,22.3,606.7,0.3,83,Wind blowing from the east,3,60%.,,,20–30%.,300-600,8,19.2,,
08.07.2017 08:45,19.8,606.4,0.3,95,Wind blowing from the south-west,2,70 – 80%.,18.1,,40%.,300-600,7,19,4,24
08.07.2017 05:45,18.4,606.1,,98,Wind blowing from the east,2,100%.,,,50%.,300-600,6,18.1,,
07.07.2017 17:45,19.1,605.4,-0.6,98,Wind blowing from the south-east,3,100%.,,20.6,50%.,300-600,6,18.7,2,9
07.07.2017 14:45,20.3,606,-0.9,98,"Calm, no wind",0,100%.,,,40%.,300-600,6,20,,
07.07.2017 11:45,18.3,606.9,0.6,100,Wind blowing from the east-southeast,1,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.3,18.3,,
07.07.2017 08:45,18.1,606.3,0.8,100,Wind blowing from the east-southeast,2,Sky obscured by fog and/or other meteorological phenomena.,17.5,,,,0.4,18.1,100,24
07.07.2017 05:45,17.6,605.5,,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.3,17.6,,
06.07.2017 17:45,18.2,604.9,-0.2,100,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,2,18.2,40,9
06.07.2017 14:45,18.2,605.1,-0.6,100,Wind blowing from the east,1,Sky obscured by fog and/or other meteorological phenomena.,,,,,3,18.2,,
06.07.2017 11:45,18.1,605.7,0.2,100,"Calm, no wind",0,100%.,,,100%.,100-200,3,18.1,,
06.07.2017 08:45,17.9,605.5,0.7,100,"Calm, no wind",0,100%.,17.5,,100%.,200-300,2,17.9,82,24
06.07.2017 05:45,18.1,604.8,,100,Wind blowing from the east-southeast,1,100%.,,,100%.,200-300,1,18.1,,
05.07.2017 17:45,18.3,604.7,-0.1,100,Wind blowing from the north-west,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.8,18.3,40,9
05.07.2017 14:45,18.2,604.8,0,100,Wind blowing from the south,2,100%.,,,100%.,100-200,2,18.2,,
05.07.2017 11:45,18.6,604.8,0,100,Wind blowing from the east,3,100%.,,,100%.,100-200,0.8,18.6,,
05.07.2017 08:45,18.6,604.8,0.4,100,Wind blowing from the south,2,100%.,18.4,,100%.,200-300,1,18.6,46,24
05.07.2017 05:45,18.7,604.4,,100,Wind blowing from the south-east,2,100%.,,,100%.,200-300,3,18.7,,
04.07.2017 17:45,22,604,0.6,95,Wind blowing from the east,1,"90  or more, but not 100%",,25.8,40%.,300-600,8,21.1,22,9
04.07.2017 14:45,22.8,603.4,-1,89,"Calm, no wind",0,"90  or more, but not 100%",,,50%.,200-300,7,20.8,,
04.07.2017 11:45,23.7,604.4,0.1,82,Wind blowing from the east,2,100%.,,,50%.,200-300,7,20.4,,
04.07.2017 08:45,20.2,604.3,0.2,93,Wind blowing from the south-east,2,100%.,18.2,,60%.,300-600,7,19,24,24
04.07.2017 05:45,18.3,604.1,,100,"Calm, no wind",0,100%.,,,40%.,200-300,5,18.3,,
03.07.2017 17:45,21.8,604.4,0,89,Wind blowing from the south,2,70 – 80%.,,25.2,20–30%.,300-600,7,19.9,2,9
03.07.2017 14:45,24.1,604.4,-1.1,81,Wind blowing from the north-west,2,60%.,,,20–30%.,200-300,7,20.7,,
03.07.2017 11:45,22.6,605.5,0,80,Wind blowing from the south,2,70 – 80%.,,,20–30%.,300-600,6,19,,
03.07.2017 08:45,18.6,605.5,0.7,100,"Calm, no wind",0,100%.,17.3,,100%.,200-300,3,18.6,39,24
03.07.2017 05:45,17.4,604.8,,100,"Calm, no wind",0,100%.,,,100%.,200-300,4,17.4,,
02.07.2017 17:45,21.8,604.3,-0.5,90,Wind blowing from the east,1,70 – 80%.,,22.3,40%.,300-600,8,20,11,9
02.07.2017 14:45,19.8,604.8,-0.5,98,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.3,19.4,,
02.07.2017 11:45,20.4,605.3,0,100,"Calm, no wind",0,100%.,,,100%.,100-200,3,20.4,,
02.07.2017 08:45,19.4,605.3,0.7,100,Wind blowing from the east,1,100%.,18.5,,100%.,200-300,4,19.4,2,24
02.07.2017 05:45,18.6,604.6,,100,"Calm, no wind",0,100%.,,,100%.,200-300,3,18.6,,
01.07.2017 17:45,23.4,603.9,-0.6,85,Wind blowing from the north-west,2,"90  or more, but not 100%",,25.5,40%.,300-600,7,20.8,No precipitation,9
01.07.2017 14:45,22.9,604.5,0.1,85,Wind blowing from the east,1,"90  or more, but not 100%",,,50%.,300-600,8,20.2,,
01.07.2017 11:45,24.4,604.4,-0.9,78,Wind blowing from the east,2,40%.,,,40%.,300-600,8,20.2,,
01.07.2017 08:45,21,605.3,0.6,92,Wind blowing from the east-southeast,1,40%.,17.9,,20–30%.,300-600,7,19.6,29,24
01.07.2017 05:45,18,604.7,,98,"Calm, no wind",0,20–30%.,,,20–30%.,300-600,6,17.7,,
30.06.2017 08:45,21.4,605.4,-1.2,87,Wind blowing from the south,1,70 – 80%.,17.7,,40%.,300-600,8,19.2,9,24
30.06.2017 05:45,16.8,606.6,,100,Wind blowing from the east,2,70 – 80%.,,,40%.,300-600,6,16.8,,
29.06.2017 17:45,19.1,605.5,-0.7,98,Wind blowing from the west,3,100%.,,25.2,20–30%.,1500-2000,0.5,18.8,7,9
29.06.2017 14:45,23,606.2,-0.6,84,Wind blowing from the east,1,60%.,,,40%.,600-1000,8,20.1,,
29.06.2017 11:45,21.5,606.8,0.1,91,Wind blowing from the south,3,70 – 80%.,,,40%.,300-600,8,19.9,,
29.06.2017 08:45,20.4,606.7,0.1,90,Wind blowing from the south,2,60%.,17.6,,20–30%.,200-300,7,18.7,6,24
29.06.2017 05:45,16.8,606.6,,100,Wind blowing from the east,2,70 – 80%.,,,40%.,300-600,6,16.8,,
28.06.2017 14:45,24.1,606.6,-1,83,Wind blowing from the south,3,60%.,,,40%.,200-300,7,21,,
28.06.2017 11:45,22.8,607.6,0.6,83,Wind blowing from the east,2,70 – 80%.,,,40%.,200-300,6,19.8,,
28.06.2017 08:45,19.6,607,0.6,92,Wind blowing from the south,2,Sky obscured by fog and/or other meteorological phenomena.,17.8,,,,0.2,18.3,3,24
28.06.2017 05:45,16.8,606.4,,100,Wind blowing from the south-east,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.2,16.8,,
27.06.2017 17:45,24.7,605.2,-1.3,74,Wind blowing from the west,3,60%.,,26.5,20–30%.,300-600,7,19.8,No precipitation,9
27.06.2017 14:45,25.8,606.5,-1,67,Wind blowing from the north-west,3,50%.,,,40%.,200-300,8,19.3,,
27.06.2017 11:45,23.7,607.5,0.2,82,Wind blowing from the south,2,40%.,,,40%.,300-600,7,20.4,,
27.06.2017 08:45,19.2,607.3,0.4,100,Wind blowing from the east,1,Sky obscured by fog and/or other meteorological phenomena.,18.8,,,,0.3,19.2,Trace of precipitation,24
27.06.2017 05:45,19.2,606.9,,98,"Calm, no wind",0,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.1,18.9,,
26.06.2017 17:45,24.4,605.5,-0.4,82,Wind blowing from the south,2,60%.,,27.4,40%.,200-300,7,21.2,No precipitation,9
26.06.2017 14:45,26.8,605.9,-0.7,70,Wind blowing from the west,3,40%.,,,20–30%.,300-600,8,20.9,,
26.06.2017 11:45,24.5,606.6,-0.5,75,Wind blowing from the south,2,20–30%.,,,20–30%.,300-600,8,19.8,,
26.06.2017 08:45,22.5,607.1,0.2,84,"Calm, no wind",0,60%.,18.3,,40%.,300-600,8,19.6,No precipitation,24
26.06.2017 05:45,18.4,606.9,,70,Wind blowing from the east,2,60%.,,,40%.,300-600,8,12.7,,
25.06.2017 17:45,24.9,604.5,-0.7,85,Wind blowing from the south-east,1,60%.,,26.6,40%.,300-600,7,22.1,No precipitation,9
25.06.2017 14:45,25.9,605.2,-0.9,75,Wind blowing from the east,2,40%.,,,20–30%.,300-600,8,21.2,,
25.06.2017 11:45,24.8,606.1,-0.3,72,Wind blowing from the south,2,40%.,,,20–30%.,200-300,8,19.3,,
25.06.2017 08:45,19.1,606.4,0.6,96,"Calm, no wind",0,100%.,16.3,,40%.,300-600,6,18.5,7,24
25.06.2017 05:45,18,605.8,,100,Wind blowing from the south-east,2,Sky obscured by fog and/or other meteorological phenomena.,,,,,0.3,18,,
24.06.2017 14:45,26.3,604.6,-1.8,72,Wind blowing from the west,3,20–30%.,,,20–30%.,300-600,8,20.9,,
24.06.2017 11:45,23,606.4,0.1,77,Wind blowing from the south,2,"90  or more, but not 100%",,,40%.,300-600,7,18.8,,
24.06.2017 08:45,21,606.3,1.3,90,"Calm, no wind",0,"90  or more, but not 100%",18,,40%.,300-600,6,19.2,Trace of precipitation,24
24.06.2017 05:45,18.6,605,,96,"Calm, no wind",0,100%.,,,40%.,200-300,6,18,,
23.06.2017 17:45,23.2,604.6,-0.8,76,Wind blowing from the east,2,40%.,,26,20–30%.,100-200,7,18.8,Trace of precipitation,9
23.06.2017 14:45,25.3,605.4,-1,67,"Calm, no wind",0,60%.,,,40%.,200-300,6,18.8,,
23.06.2017 11:45,24.6,606.4,-0.5,73,Wind blowing from the south,2,40%.,,,20–30%.,300-600,8,19.5,,
23.06.2017 08:45,21.2,606.9,1.5,79,Wind blowing from the south-east,2,20–30%.,16.9,,20–30%.,300-600,8,17.4,No precipitation,24
23.06.2017 05:45,17,605.4,,96,Wind blowing from the south,2,70 – 80%.,,,20–30%.,300-600,6,16.4,,
22.06.2017 17:45,22.2,605.2,-0.4,84,Wind blowing from the east,2,60%.,,24.8,20–30%.,300-600,7,19.4,No precipitation,9
22.06.2017 14:45,23.7,605.6,-0.7,75,Wind blowing from the south,2,70 – 80%.,,,40%.,300-600,8,19,,
22.06.2017 11:45,22.6,606.3,0.7,74,Wind blowing from the south,2,60%.,,,20–30%.,300-600,8,17.8,,
22.06.2017 08:45,20.8,605.6,,77,"Calm, no wind",0,20–30%.,15.7,,"10%  or less, but not 0",300-600,8,16.5,8,24
21.06.2017 17:45,21.8,604.5,-0.3,76,Wind blowing from the east,2,70 – 80%.,,25.6,20–30%.,200-300,6,17.3,No precipitation,9
21.06.2017 14:45,24.2,604.8,-1.1,68,Wind blowing from the south,1,60%.,,,40%.,300-600,7,18,,
21.06.2017 11:45,21.8,605.9,0.2,79,Wind blowing from the east,1,70 – 80%.,,,20–30%.,200-300,8,17.9,,
21.06.2017 08:45,19.4,605.7,0.6,83,"Calm, no wind",0,60%.,15.5,,20–30%.,300-600,7,16.5,4,24
21.06.2017 05:45,15.8,605.1,,98,Wind blowing from the south-east,2,20–30%.,,,20–30%.,300-600,6,15.5,,
20.06.2017 17:45,20.1,604.6,,83,"Calm, no wind",0,20–30%.,,23,20–30%.,100-200,8,17.2,4,9
